name,acronym,depth,left_count,volume (mm^3),density (cells/mm^3),right_count
"anterior commissure, temporal limb",act,4.0,,0.10659375,9784.813837584286,1043.0
cingulum bundle,cing,4.0,,0.633171875,7400.834094218098,4686.0
fornix system,fxs,4.0,,2.1231875,4487.12136822584,9527.0
alveus,alv,5.0,,0.696984375,3922.613042795974,2734.0
dorsal fornix,df,5.0,,0.019,4052.631578947368,77.0
fimbria,fi,5.0,,0.757359375,5998.473313940294,4543.0
postcommissural fornix,fxpo,5.0,,0.13875,11156.756756756757,1548.0
medial corticohypothalamic tract,mct,6.0,,0.004,28500.0,114.0
columns of the fornix,fx,6.0,,0.13475,10641.929499072356,1434.0
hippocampal commissures,hc,5.0,,0.51109375,1222.8676245796391,625.0
dorsal hippocampal commissure,dhc,6.0,,0.4776875,1189.0618866937066,568.0
ventral hippocampal commissure,vhc,6.0,,0.03340625,1706.267539756782,57.0
stria terminalis,st,4.0,,0.17075,1756.9546120058565,300.0
commissural branch of stria terminalis,stc,5.0,,0.017765625,6810.905892700088,121.0
hypothalamus related,mfsbshy,3.0,,0.411,5197.080291970803,2136.0
medial forebrain bundle,mfb,4.0,,0.0249375,11629.07268170426,290.0
supraoptic commissures,sup,4.0,,0.012953125,3010.856453558504,39.0
mammillary related,mfbsma,4.0,,0.130125,5625.360230547551,732.0
principal mammillary tract,pm,5.0,,0.01675,4417.910447761194,74.0
mammillothalamic tract,mtt,5.0,,0.0643125,7821.185617103985,503.0
mammillotegmental tract,mtg,5.0,,0.032859375,4047.55111745126,133.0
mammillary peduncle,mp,5.0,,0.016203125,1357.7627772420444,22.0
epithalamus related,mfbse,4.0,,0.242984375,4424.152787602084,1075.0
stria medullaris,sm,5.0,,0.135375,3434.9030470914126,465.0
fasciculus retroflexus,fr,5.0,,0.08365625,3550.2428091146808,297.0
habenular commissure,hbc,5.0,,0.023953125,13067.188519243316,313.0
ventricular systems,VS,1.0,,3.015375,15474.360568751812,46661.0
lateral ventricle,VL,2.0,,1.853171875,12036.12050285406,22305.0
subependymal zone,SEZ,3.0,,0.068828125,3748.467650397276,258.0
choroid plexus,chpl,3.0,,0.727828125,17862.73373263777,13001.0
third ventricle,V3,2.0,,0.4666875,26600.241060666936,12414.0
cerebral aqueduct,AQ,2.0,,0.209484375,24827.6273588424,5201.0
fourth ventricle,V4,2.0,,0.4855625,13870.511005277383,6735.0
lateral recess,V4r,3.0,,0.231765625,10152.497808939526,2353.0
"central canal, spinal cord/medulla",c,2.0,,0.00046875,12800.0,6.0
