name,acronym,count_left,count_right,count_total,volume (mm^3)_left,volume (mm^3)_right,volume_total (mm^3),density (cells/mm^3)_left,density (cells/mm^3)_right,density_total (cells/mm^3),RGB,parent_region
dorsal hippocampal commissure,dhc,896.0,568.0,1464.0,0.475953125,0.4776875,0.953640625,1882.538327697712,1189.0618866937066,1535.8001071957092,C9CCC9,hc
ventral hippocampal commissure,vhc,66.0,57.0,123.0,0.032625,0.03340625,0.06603125,2022.9885057471265,1706.267539756782,1864.6280227519544,C8C9C9,hc
stria terminalis,st,923.0,300.0,1223.0,0.170984375,0.17075,0.341734375,5398.154071095678,1756.9546120058565,3577.5543415507677,C8CBC7,mfbc
commissural branch of stria terminalis,stc,241.0,121.0,362.0,0.017703125,0.017765625,0.03546875,13613.41571050309,6810.905892700088,10212.160801601589,C7CAC8,st
hypothalamus related,mfsbshy,3416.0,2136.0,5552.0,0.410609375,0.411,0.821609375,8319.342440732144,5197.080291970803,6758.211366351474,C8CCC9,mfbs
medial forebrain bundle,mfb,345.0,290.0,635.0,0.02484375,0.0249375,0.04978125,13886.792452830188,11629.07268170426,12757.932567267224,CBCCCB,mfsbshy
supraoptic commissures,sup,341.0,39.0,380.0,0.013171875,0.012953125,0.026125,25888.493475682088,3010.856453558504,14449.674964620295,CCCAC9,mfsbshy
mammillary related,mfbsma,1221.0,732.0,1953.0,0.13096875,0.130125,0.26109375,9322.834645669293,5625.360230547551,7474.097438108422,CCCBCB,mfsbshy
principal mammillary tract,pm,111.0,74.0,185.0,0.016484375,0.01675,0.033234375,6733.649289099527,4417.910447761194,5575.77986843036,C8CBCA,mfbsma
mammillothalamic tract,mtt,635.0,503.0,1138.0,0.0650625,0.0643125,0.129375,9759.846301633046,7821.185617103985,8790.515959368517,C7C9CC,mfbsma
mammillotegmental tract,mtg,160.0,133.0,293.0,0.03340625,0.032859375,0.066265625,4789.522918615528,4047.55111745126,4418.537018033394,C8C8C8,mfbsma
mammillary peduncle,mp,315.0,22.0,337.0,0.016015625,0.016203125,0.03221875,19668.29268292684,1357.7627772420444,10513.02773008444,CCCAC8,mfbsma
epithalamus related,mfbse,1509.0,1075.0,2584.0,0.241625,0.242984375,0.484609375,6245.214692188308,4424.152787602084,5334.683739895196,C8C7CB,mfsbshy
stria medullaris,sm,882.0,465.0,1347.0,0.134828125,0.135375,0.270203125,6541.661837988179,3434.9030470914126,4988.282442539796,CCC9C8,mfbse
fasciculus retroflexus,fr,461.0,297.0,758.0,0.083234375,0.08365625,0.166890625,5538.577060259057,3550.2428091146808,4544.409934686869,C7CAC9,mfbse
habenular commissure,hbc,166.0,313.0,479.0,0.0235625,0.023953125,0.047515625,7045.092838196287,13067.188519243316,10056.1406787198,C8CCC7,mfbse
ventricular systems,VS,41065.0,46661.0,87726.0,2.95615625,3.015375,5.97153125,13891.349619966808,15474.360568751812,14682.85509435931,AAA8AA,root
lateral ventricle,VL,21415.0,22305.0,43720.0,1.846671875,1.853171875,3.69984375,11596.537690270505,12036.12050285406,11816.329096562284,A8AAAA,VS
subependymal zone,SEZ,395.0,258.0,653.0,0.067703125,0.068828125,0.13653125,5834.294945765058,3748.467650397276,4791.381298081167,AAA8A9,VL
choroid plexus,chpl,11074.0,13001.0,24075.0,0.716796875,0.727828125,1.444625,15449.286103542234,17862.73373263777,16656.009918090003,A9AAA8,VL
third ventricle,V3,8323.0,12414.0,20737.0,0.433359375,0.4666875,0.9000468749999999,19205.768884081484,26600.241060666936,22903.00497237421,A8A9AA,VS
cerebral aqueduct,AQ,4139.0,5201.0,9340.0,0.19671875,0.209484375,0.406203125,21040.19062748213,24827.6273588424,22933.908993162266,A9A9A8,VS
fourth ventricle,V4,7188.0,6735.0,13923.0,0.479390625,0.4855625,0.964953125,14994.03539649946,13870.511005277383,14432.27320088842,AAA9A7,VS
lateral recess,V4r,3835.0,2353.0,6188.0,0.2315625,0.231765625,0.463328125,16561.40350877193,10152.497808939526,13356.950658855729,A9AAA7,V4
"central canal, spinal cord/medulla",c,0.0,6.0,6.0,1.5625e-05,0.00046875,0.000484375,0.0,12800.0,6400.0,A7AAA9,VS
